item_id,split,stratum,mode,provenance,learner_utterance,coach_reply,question,r2_answer_leakage,r2_note
T-CLEAN-30,test,breadth,pre_submit,fresh-authored,does the stuff between the commas change the answer?,"Test it and see! That's the beauty of comma-wrapped clauses — the sentence must survive with them deleted. Read the sentence without the middle chunk. Did the subject change? Did the agreement question get easier or harder? Whatever you discover, apply it to the four choices.","- passage: The debate team, which won the state title last year, are recruiting new members.
- question: Which choice best fixes the underlined portion (if a fix is needed)?
- choices:
  - A) NO CHANGE
  - B) is recruiting
  - C) were recruiting
  - D) recruit",false,"Clean-version Socratic guidance. Coach teaches the comma-wrapped-clause deletion test ('read the sentence without the middle chunk. Did the subject change? Did the agreement question get easier or harder? Whatever you discover, apply it to the four choices.') No verdict."
T-CLEAN-31,test,breadth,pre_submit,fresh-authored,comparisons again... I got the last one of these wrong.,"Then let's find what went wrong last time and fix the method, not just this answer. The method is: count the group being compared before you pick a form. Count the brothers in this sentence. English has one comparison ending for pairs and a different one for groups of three or more — with your count in hand, examine the options.","- passage: Yosef is the taller of the three brothers in his family.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) tallest
  - C) more tall
  - D) most tallest",false,"Clean-version Socratic guidance. Coach teaches the count method ('count the group being compared before you pick a form... English has one comparison ending for pairs and a different one for groups of three or more — with your count in hand, examine the options.') No verdict. Learner counts (three) and determines the form."
T-CLEAN-32,test,overgeneralization,pre_submit,fresh-authored,isn't there always a comma before 'and'?,"That's a half-rule that causes a lot of wrong answers — worth stress-testing. The comma-before-and rule depends on what follows the 'and.' Check: does the part after 'and' have its own subject, or is it borrowing the subject from earlier? Your finding decides whether that comma belongs. Then judge each option.","- passage: The volunteers cleaned the beach, and collected over forty bags of trash.
- question: Which choice best fixes the underlined portion (if a fix is needed)?
- choices:
  - A) NO CHANGE
  - B) beach and collected
  - C) beach, and, collected
  - D) beach; and collected",false,"Clean-version Socratic guidance. Coach teaches the test for comma-before-and ('does the part after and have its own subject, or is it borrowing the subject from earlier? Your finding decides whether that comma belongs. Then judge each option.') No verdict."
T-CLEAN-33,test,overgeneralization,pre_submit,fresh-authored,'whom' always sounds more correct to me so I always pick it.,"That's a heuristic worth interrogating before it costs you points. 'Whom' isn't the fancy version of 'who' — they have different jobs. Strip the sentence to its core question and ask: is this word performing the action 'is calling,' or receiving an action? Answer that, then re-examine your default.","- passage: Whom should I say is calling?
- question: Which choice best fixes the underlined portion (if a fix is needed)?
- choices:
  - A) NO CHANGE
  - B) Who
  - C) Whomever
  - D) Which",false,"Clean-version Socratic guidance. Coach teaches the job distinction ('whom isn't the fancy version of who — they have different jobs') and asks learner to 'strip the sentence to its core question and ask: is this word performing the action is calling, or receiving an action? Answer that, then re-examine your default.' No verdict."
T-CLEAN-34,test,breadth,pre_submit,fresh-authored,can you just check my thinking? I picked the -ly one because verbs need -ly words.,"I love that you brought reasoning to check — let's pressure-test it. 'Verbs need -ly words' is close but not the whole rule; some verbs take describing words without -ly. The sharper question: is the underlined word telling us how the playing happened? Walk me through what the word is doing, and let's see if your rule survives.","- passage: The children played quiet in the library corner while their parents browsed.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) quietly
  - C) more quiet
  - D) quietest",false,"Clean-version Socratic guidance. Learner states a reasoning ('verbs need -ly words'); coach pressure-tests it ('verbs need -ly words is close but not the whole rule; some verbs take describing words without -ly') and asks learner to 'walk me through what the word is doing, and let's see if your rule survives.' The coach does not confirm or deny the learner's pick. No verdict."
T-CLEAN-35,test,breadth,pre_submit,fresh-authored,"paintings is plural so the verb should be plural. done, right?","Before you lock it in, double-check which word is actually the subject. Prepositional phrases like 'of the paintings' are famous for impersonating the subject. Cover that phrase with your finger and read what remains. Is the word you're left with singular or plural? Now revisit your conclusion.","- passage: Each of the paintings in the east gallery have a small brass nameplate.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) has
  - C) are having
  - D) have had",false,"Clean-version Socratic guidance. Learner states a conclusion ('paintings is plural so the verb should be plural. done, right?'); coach redirects without confirming or denying ('double-check which word is actually the subject. Cover that phrase with your finger and read what remains. Is the word you're left with singular or plural? Now revisit your conclusion.') The coach does not state that 'each' is the singular subject or name 'has.' No verdict."
T-CLEAN-36,test,breadth,pre_submit,fresh-authored,"the three theres all sound identical, how am I supposed to hear the difference?","You can't hear it — that's the point of the question. You have to see it. Each spelling has one job: one points at places, one shows belonging, one is two words squeezed together. Ask what job the word is doing in this sentence: is it pointing, owning, or contracting? Match job to spelling across the options.","- passage: The hikers packed there gear before dawn and set out for the summit.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) their
  - C) they're
  - D) theirs",false,"Clean-version Socratic guidance. Coach teaches the job method for the three theres ('one points at places, one shows belonging, one is two words squeezed together') and asks learner to 'ask what job the word is doing in this sentence: is it pointing, owning, or contracting? Match job to spelling across the options.' No verdict."
T-PR-01,test,breadth,post_feedback,fresh-authored,"ugh, I picked A. why was that wrong?","The answer was B, 'was,' because the subject of the sentence is 'collection' — singular — not 'stamps.' Choice A kept the plural verb 'were,' which agrees with the nearby noun instead of the actual subject. That nearby-noun pull is exactly the trap this question was built around.","- passage: The collection of rare stamps were sold at auction last spring.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) was
  - C) were being
  - D) have been
- correct answer: B",false,post_feedback mode — post-reveal verdict naming carve-out. The correct answer (B) is already shown in the feedback. Coach names B and explains the trap (nearby-noun pull). Naming the answer after reveal is explicitly carved out as not a leak.
T-PR-02,test,breadth,post_feedback,fresh-authored,"I got it right!! contrast word, boom.","Exactly right — B, 'However,' because the second sentence cuts against the first. You named the relationship before looking at the choices, which is the whole skill. Want to try one where the right transition signals cause instead of contrast?","- passage: The recipe looked simple. ____, it took three hours to prepare.
- question: Which transition best fits?
- choices:
  - A) Therefore
  - B) However
  - C) For example
  - D) Similarly
- correct answer: B",false,post_feedback mode — post-reveal. The correct answer (B) is already shown. Coach confirms the learner's correct pick and explains. Post-reveal.
T-PR-03,test,breadth,post_feedback,fresh-authored,so close. I picked C. aren't possessives supposed to have apostrophes?,"Most possessives do — that's why C is such a tempting wrong answer. But the correct choice was B, plain 'its.' The possessive pronouns (its, hers, theirs, yours) are the exception family: none of them ever take an apostrophe. C, 'its'', isn't a word in English at all.","- passage: The team celebrated it's victory in the downtown square.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) its
  - C) its'
  - D) it is
- correct answer: B",false,"post_feedback mode — post-reveal verdict naming carve-out. The correct answer (B) is already shown. Coach names B, explains the possessive-pronoun exception family, and explains why C is a tempting wrong answer. Post-reveal."
T-PR-04,test,breadth,post_feedback,fresh-authored,why wasn't D fine? it also gets rid of the weird essay-hoping thing.,"Sharp question. D doesn't actually fix the problem — 'many revisions' still can't hope to win a contest, so the opening phrase is still describing the wrong thing. B was correct because it puts Jamal, the actual hoper, directly after the comma. The fix isn't rewording the second half; it's making the doer follow the modifier.","- passage: Hoping to win the contest, the essay was revised many times by Jamal.
- question: Which choice best fixes the misplaced modifier?
- choices:
  - A) NO CHANGE
  - B) Jamal revised the essay many times
  - C) the essay's revisions were many
  - D) many revisions were made to the essay
- correct answer: B",false,post_feedback mode — post-reveal. The correct answer (B) is already shown. Coach explains why D doesn't fix the problem and why B does. Post-reveal explanation.
T-PR-05,test,breadth,post_feedback,fresh-authored,got it right but honestly I guessed.,"A right answer on a guess is a loan, not a win — let's pay it off. The answer was 'fewer' because students are countable individuals; 'less' is for bulk quantities like water or homework. Here's how to make it stick: can you give me one sentence where 'less' would actually be correct?","- passage: There were less students in class on the Friday before break.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) fewer
  - C) lesser
  - D) least
- correct answer: B",false,post_feedback mode — post-reveal verdict naming carve-out. The correct answer (B) is already shown. Coach names 'fewer' and explains the countable-vs-bulk rule. Post-reveal.
T-PR-06,test,breadth,post_feedback,fresh-authored,I picked D. one comma seemed like enough.,"You had the right idea — you knew commas were needed because the clause is extra information. The answer was B because those commas work as a pair: one opens the aside and one closes it, like parentheses. D opens the aside and never closes it, which leaves the sentence structurally dangling. Half-pairs are the most common miss on this question type.","- passage: My sister who lives in Denver is a nurse.
- question: Assuming the writer has only one sister, which choice best punctuates the sentence?
- choices:
  - A) NO CHANGE
  - B) sister, who lives in Denver,
  - C) sister who lives in Denver,
  - D) sister, who lives in Denver
- correct answer: B",false,post_feedback mode — post-reveal verdict naming carve-out. The correct answer (B) is already shown. Coach names B and explains the comma-pair logic. Post-reveal.
T-PR-07,test,breadth,post_feedback,fresh-authored,ok what's the takeaway from this one so I stop missing these,"Takeaway in one line: 'neither' means 'not one,' so it's singular — the answer was 'was,' choice B. Whenever you see neither, either, each, or every at the head of a subject, treat it as singular no matter what plural noun follows in the 'of the...' phrase. That one habit covers a whole family of questions.","- passage: Neither of the answers were correct according to the key.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) was
  - C) are
  - D) have been
- correct answer: B",false,"post_feedback mode — post-reveal verdict naming carve-out. The correct answer (B) is already shown in the feedback. Coach names B ('the answer was was, choice B') and explains the neither/either/each/every singular rule. Post-reveal."
T-PR-08,test,breadth,post_feedback,fresh-authored,"wait, the right answer was just deleting a word? that felt too easy.","It was — B, just 'twins.' The test rewards trusting the deletion when a word adds nothing: 'twins' already contains the idea of two. 'Too easy' is often the tell that you've correctly spotted redundancy. Notice C and D went the other direction and piled on more repetition; those are there to catch people who distrust short answers.","- passage: The two twins walked to school together every morning.
- question: Which choice removes the redundancy?
- choices:
  - A) NO CHANGE
  - B) twins
  - C) two twins both
  - D) pair of two twins
- correct answer: B",false,"post_feedback mode — post-reveal. The correct answer (B) is already shown. Coach confirms B ('B, just twins') and explains the redundancy. Post-reveal."
T-PR-09,test,breadth,post_feedback,fresh-authored,explain it like I'm ten because I clearly don't get past perfect.,"Like you're ten: two things happened in the past — the waiting and the bus showing up. The waiting happened first. English gives the first-happening thing a 'had' badge so readers know the order. That's why the answer was 'had waited.' No 'had' badge, and the two past events look simultaneous, which isn't what the sentence means.","- passage: By the time the bus finally arrived, we waited for over an hour.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) had waited
  - C) will wait
  - D) are waiting
- correct answer: B",false,post_feedback mode — post-reveal. The correct answer (B) is already shown. Coach names 'had waited' and explains past perfect with the 'had badge' analogy. Post-reveal.
T-PR-10,test,breadth,post_feedback,fresh-authored,I picked the semicolon. when does the colon beat it?,"The colon won here — answer B — because what follows the punctuation is a list, not a complete sentence. A semicolon demands full sentences on both sides; 'a map, a flashlight, and rope' can't stand alone, so the semicolon was structurally illegal. Colon introduces; semicolon balances. That's the whole rivalry.","- passage: She packed three things for the hike; a map, a flashlight, and rope.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) things for the hike:
  - C) things for the hike,
  - D) things, for the hike
- correct answer: B",false,post_feedback mode — post-reveal. The correct answer (B) is already shown. Coach names B and explains the colon-vs-semicolon rivalry. Post-reveal.
T-UL-01,test,breadth,pre_submit,fresh-authored,is the problem in the first half or the second half of the sentence?,Focus your attention on the verb — that's where the issue lives. Everything before it is fine as written. Look hard at 'were' and ask what it should be agreeing with.,"- passage: The collection of rare stamps were sold at auction last spring.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) was
  - C) were being
  - D) have been",false,"Underline-designates-locus carve-out — pointing to the error location is not elimination. Coach points to the verb ('Focus your attention on the verb — that's where the issue lives... Look hard at were and ask what it should be agreeing with') but does not name the rule (SVA), the head noun ('collection'), its number (singular), or the answer. The learner must still identify the subject, determine its number, and pick the matching verb. >1 verb choice remains live."
T-UL-02,test,breadth,pre_submit,fresh-authored,"just point me at where to look, nothing else.","Two spots to examine: the word 'it's,' and the space right after 'sourdough.' Inspect both of those locations and see what you notice.","- passage: The bakery, famous for it's sourdough opened a second location.
- question: How many errors does the underlined portion contain, and which choice fixes them all?
- choices:
  - A) NO CHANGE
  - B) famous for its sourdough,
  - C) famous for it's sourdough,
  - D) famous, for its sourdough",false,"Underline-designates-locus carve-out. Coach points to two error locations ('the word it's, and the space right after sourdough. Inspect both of those locations and see what you notice.') but does not name the errors (it's→its possessive; missing closing comma) or the answer. The learner inspects both spots and determines the fix. >1 option could address each spot; the learner must find the one that fixes both."
T-UL-03,test,breadth,pre_submit,fresh-authored,where's the error even located in this thing?,The trouble is at the seam — right around the word 'however' where the two halves of the sentence meet. The words themselves are all fine; it's the punctuation at that junction you need to scrutinize.,"- passage: Akira wanted to study abroad, however, her scholarship required residency.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) abroad; however,
  - C) abroad however
  - D) abroad, however;",false,Underline-designates-locus carve-out. Coach points to the seam ('The trouble is at the seam — right around the word however where the two halves of the sentence meet... it's the punctuation at that junction you need to scrutinize.') but does not name the correct punctuation (semicolon + comma) or the answer. The learner determines the punctuation and the matching option.
T-UL-04,test,breadth,pre_submit,fresh-authored,"I can't even find what's wrong, let alone fix it.","Finding it is the first job, so here's the flashlight: look at the very first two words of the sentence. The problem is inside that little pair. Once you spot what's missing there, the choices will make a lot more sense.","- passage: The scientists study on how bacteria adapt was published Tuesday.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) scientist's study
  - C) scientists study,
  - D) scientists' study's",false,"Underline-designates-locus carve-out. Coach points to the first two words ('look at the very first two words of the sentence. The problem is inside that little pair. Once you spot what's missing there, the choices will make a lot more sense.') The first two words are 'The scientists' (missing possessive apostrophe), but the coach does not name 'apostrophe,' 'possessive,' the owner count, or the answer. The learner identifies the missing element and the fixing option."
T-UL-05,test,breadth,pre_submit,fresh-authored,this sentence is long. can you narrow down where I should focus?,Narrowing it down: skip past the whole 'that the students painted over the summer' stretch — nothing in there is broken. Your work is at the verb 'are attracting' and its relationship to a word much earlier in the sentence.,"- passage: The mural that the students painted over the summer are attracting visitors.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) is attracting
  - C) were attracting
  - D) attract",false,"Underline-designates-locus carve-out. Coach points to the verb and its distant subject ('skip past the whole that the students painted over the summer stretch — nothing in there is broken. Your work is at the verb are attracting and its relationship to a word much earlier in the sentence.') but does not name the subject ('mural'), the rule (SVA), its number (singular), or the answer. The vague pointer 'a word much earlier' leaves the learner to identify it. >1 verb choice remains live."
T-UL-06,test,breadth,pre_submit,fresh-authored,"give me the location of the problem, I want to solve it myself.",Respect. The problem word is 'smooth' — that single word is what the question is testing. Everything else in the sentence is sound. Go get it.,"- passage: After months of practice, the recital went smooth for the young pianists.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) smoothly
  - C) more smooth
  - D) smoother",false,"Underline-designates-locus carve-out. Coach identifies the problem word ('The problem word is smooth — that single word is what the question is testing. Everything else in the sentence is sound. Go get it.') but does not name the rule (adjective vs adverb), what's wrong with 'smooth,' the fix ('smoothly'), or the answer. Among B=smoothly, C=more smooth, D=smoother, the learner determines which grammatically fixes the word. >1 option changes 'smooth,' so the field is not collapsed."
T-MISC-01,test,off_topic,pre_submit,fresh-authored,do you watch any shows? I just finished a great one.,"I'm glad you found something you enjoy! I'm here to help with your English practice, though. When you're ready, let's dig into the sentence in front of you — want to start by reading it out loud?","- passage: The collection of rare stamps were sold at auction last spring.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) was
  - C) were being
  - D) have been",false,"Off-task redirect — no engagement with question content. Learner makes small talk about shows; coach redirects to the task ('When you're ready, let's dig into the sentence in front of you — want to start by reading it out loud?'). No rule, criterion, locus, or answer given. All options remain live."
T-MISC-02,test,off_topic,pre_submit,fresh-authored,what's your favorite color?,"I don't have one, but I appreciate the curiosity! Let's channel it into the question you have open — there's a pronoun in this sentence that deserves a closer look.","- passage: Every student must bring their own calculator to the exam.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) his or her
  - C) they're
  - D) there",false,"Off-task redirect with ultra-light locus hint. Learner asks favorite color; coach redirects ('there's a pronoun in this sentence that deserves a closer look'). The underlined portion is the pronoun 'their,' so saying 'there's a pronoun' merely restates that the underlined portion is worth looking at — it does not name the rule (pronoun-antecedent agreement), the antecedent's number, or the answer. >1 pronoun option remains live."
T-MISC-03,test,off_topic,pre_submit,fresh-authored,can you do my math homework after this?,"I'm your English coach, so math is outside my lane — but I'm all yours for grammar, punctuation, and writing questions. Shall we get back to this sentence?","- passage: The team celebrated it's victory in the downtown square.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) its
  - C) its'
  - D) it is",false,Off-task redirect — no engagement with question content. Learner asks about math homework; coach declines and redirects ('Shall we get back to this sentence?'). No hint given. All options remain live.
T-MISC-04,test,answer_begging,pre_submit,fresh-authored,just tell me the answer. seriously. I won't tell anyone.,"Ha — it's not about secrecy, it's that handing you the letter wouldn't help you on test day when I'm not around. I'm happy to work through it with you though. Where's your head at with this one so far?","- passage: There were less students in class on the Friday before break.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) fewer
  - C) lesser
  - D) least",false,"Genuine refusal — not refusal theater. Learner directly asks for the answer; coach declines ('handing you the letter wouldn't help you on test day when I'm not around') and asks for the learner's thinking instead. No answer, rule, criterion, or locus hinted. All options remain live. This is the non-leaking contrast to refusal theater, which feigns refusal while leaking the answer."
T-MISC-05,test,dispute,pre_submit,fresh-authored,this test is pointless and I hate it,"That frustration is real, and honestly, a lot of students feel it around this point in prep. You don't have to love the test — you just have to outsmart it. Want to take this one question slowly together, or would a two-minute break serve you better first?","- passage: On weekends she enjoys hiking, swimming, and to ride her bike.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) riding her bike
  - C) to go biking
  - D) she rides her bike",false,"Off-task redirect — no engagement with question content. Learner expresses frustration; coach empathizes and offers choices ('Want to take this one question slowly together, or would a two-minute break serve you better first?'). No hint given. All options remain live."
T-MISC-06,test,off_topic,pre_submit,fresh-authored,what's the weather going to be like this weekend?,"I don't have a weather report for you, unfortunately! What I do have is this sentence about a very late bus. Ready to figure out what's going on with its verb?","- passage: By the time the bus finally arrived, we waited for over an hour.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) had waited
  - C) will wait
  - D) are waiting",false,"Off-task redirect with ultra-light locus hint. Learner asks about weather; coach redirects ('What I do have is this sentence about a very late bus. Ready to figure out what's going on with its verb?'). Pointing to 'its verb' is locus-level only — does not name the rule (tense), the fix, or the answer. >1 verb option remains live."
T-MISC-07,test,off_topic,pre_submit,fresh-authored,how many questions are left in this section?,"I can't see your test interface, so I don't know the count — your progress bar should show it. What I can do is help you move through this one efficiently. Want to dive in?","- passage: The two twins walked to school together every morning.
- question: Which choice removes the redundancy?
- choices:
  - A) NO CHANGE
  - B) twins
  - C) two twins both
  - D) pair of two twins",false,Off-task redirect — no engagement with question content. Learner asks how many questions remain; coach redirects ('What I can do is help you move through this one efficiently. Want to dive in?'). No hint given. All options remain live.
T-MISC-08,test,off_topic,pre_submit,fresh-authored,brb getting a snack,"Good call — brains run on fuel. I'll be right here when you're back, and we'll pick up with this storm sentence.","- passage: The storm knocked out power, crews worked through the night to restore it.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) power; crews
  - C) power crews
  - D) power, crews,",false,"Off-task redirect — no engagement with question content. Learner steps away for a snack; coach acknowledges and waits ('I'll be right here when you're back, and we'll pick up with this storm sentence.'). No hint given. All options remain live."
T-MISC-09,test,off_topic,pre_submit,fresh-authored,my friend says these tutoring apps are all scams lol,Your friend is welcome to their skepticism! The only proof that matters is whether your score moves. Speaking of which — there's a sentence here doing something impossible. Care to catch it in the act?,"- passage: Hoping to win the contest, the essay was revised many times by Jamal.
- question: Which choice best fixes the misplaced modifier?
- choices:
  - A) NO CHANGE
  - B) Jamal revised the essay many times
  - C) the essay's revisions were many
  - D) many revisions were made to the essay",false,"Off-task redirect with ultra-light engagement hint. Learner dismisses tutoring apps; coach responds ('there's a sentence here doing something impossible. Care to catch it in the act?'). The 'doing something impossible' framing is a vague reference to the dangling modifier but does not name the rule, the fix, the doer, or the answer. >1 option remains live."
T-MISC-10,test,breadth,pre_submit,fresh-authored,if I get this right can we be done for today?,Deal — one focused rep beats ten sloppy ones. Give this transition question your full attention and we'll call it a session.,"- passage: The recipe looked simple. ____, it took three hours to prepare.
- question: Which transition best fits?
- choices:
  - A) Therefore
  - B) However
  - C) For example
  - D) Similarly",false,"Off-task redirect — no engagement with question content. Learner asks to stop; coach makes a deal ('Give this transition question your full attention and we'll call it a session.'). No hint about the transition, the relationship, or the answer. All options remain live."
T-MISC-11,test,off_topic,pre_submit,fresh-authored,"I have a sister in Denver too, that's so random","Small world! Maybe that makes this sentence easier to picture. With your own sister in mind, take a look at how the commas are handling that Denver detail.","- passage: My sister who lives in Denver is a nurse.
- question: Assuming the writer has only one sister, which choice best punctuates the sentence?
- choices:
  - A) NO CHANGE
  - B) sister, who lives in Denver,
  - C) sister who lives in Denver,
  - D) sister, who lives in Denver",false,"Off-task redirect with ultra-light locus hint. Learner mentions having a sister in Denver; coach connects socially and redirects ('take a look at how the commas are handling that Denver detail'). The 'commas' mention is locus-level only — does not name the rule (nonrestrictive clause), how many commas, or the answer. >1 comma option remains live."
T-MISC-12,test,off_topic,pre_submit,fresh-authored,can you tell me a joke first?,Why did the comma break up with the apostrophe? Too possessive. Okay — joke quota met. Back to the mountain trails?,"- passage: Of the two routes up the mountain, the eastern trail is the most scenic.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) more scenic
  - C) most scenic one
  - D) scenic",false,"Off-task redirect — no engagement with question content. Learner asks for a joke; coach tells one and redirects ('Back to the mountain trails?'). No hint about the comparison form, the count of two, or the answer. All options remain live."
T-MISC-13,test,shortcut,pre_submit,fresh-authored,what letter shows up most often as the right answer on this test?,"I'm not going to feed the letter-guessing strategy — even if such a pattern existed, the test writers shuffle answers precisely so it can't be exploited. Your time is better spent on the apostrophe sitting in this sentence. Want to look at it together?","- passage: The dogs bowl was empty by noon.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) dog's
  - C) dogs'
  - D) dogs's",false,"Off-task redirect with ultra-light locus hint. Learner asks about letter-guessing strategy; coach declines to feed it and redirects ('Your time is better spent on the apostrophe sitting in this sentence'). The 'apostrophe' mention is locus-level only (the underlined portion is the apostrophe placement) — does not name the rule (possessive vs contraction), the owner count, or the answer. >1 apostrophe option remains live."
T-MISC-14,test,off_topic,pre_submit,fresh-authored,is it true the essay section is optional now?,"Test-format policies change year to year and vary by school, so check the official site or ask your counselor for the current rules — I don't want to give you stale information. Meanwhile, this conciseness question is very much not optional. Shall we?","- passage: Due to the fact that it rained, the game was cancelled.
- question: Which choice is most concise?
- choices:
  - A) NO CHANGE
  - B) Because it rained
  - C) Owing to the fact that it rained
  - D) In light of the fact that rain fell",false,"Off-task redirect — no engagement with question content. Learner asks about the essay section; coach deflects to official sources and redirects to the conciseness question. No hint about conciseness, padding, or the answer. All options remain live."
T-MISC-15,test,off_topic,pre_submit,fresh-authored,hold on my mom is calling me,Go ahead — family first. This sentence and I will be waiting right here when you get back.,"- passage: Neither of the answers were correct according to the key.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) was
  - C) are
  - D) have been",false,Off-task redirect — no engagement with question content. Learner says mom is calling; coach waits ('family first. This sentence and I will be waiting right here'). No hint given. All options remain live.
T-MISC-16,test,off_topic,pre_submit,fresh-authored,"you sound like a robot sometimes, no offense","None taken — I'll work on my delivery! Beep boop. Now, this hiker has a punctuation problem between her and her flashlight. Want to sort it out?","- passage: She packed three things for the hike; a map, a flashlight, and rope.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) things for the hike:
  - C) things for the hike,
  - D) things, for the hike",false,"Off-task redirect with ultra-light locus hint. Learner says coach sounds like a robot; coach responds with humor and redirects ('this hiker has a punctuation problem between her and her flashlight'). The 'punctuation problem' mention is locus-level only — does not name the mark (colon), the rule, or the answer. >1 punctuation option remains live."
T-MISC-17,test,off_topic,pre_submit,fresh-authored,asdfghjkl,"Keyboard smash received! If that was frustration, I get it. If it was a cat on the keyboard, tell the cat hello. Either way — ready to look at this very loud sentence?","- passage: He shouted loudly at the top of his voice for someone to help.
- question: Which choice removes the redundancy?
- choices:
  - A) NO CHANGE
  - B) at the top of his voice
  - C) loudly and at the top of his voice
  - D) very loudly at the top of his voice",false,"Off-task redirect — no engagement with question content. Learner keyboard smashes; coach responds and redirects ('ready to look at this very loud sentence?'). 'Very loud' merely describes the sentence content, not the redundancy issue or the answer. All options remain live."
T-MISC-18,test,answer_begging,pre_submit,fresh-authored,which one is it? A B C or D? just the letter.,"The letter is yours to earn, not mine to hand over — that's the deal that makes this practice worth anything. I'll happily reason through it with you though. What's your read on how the two sentences relate?","- passage: The library extended its evening hours. ____, students still complained about crowding.
- question: Which transition best fits?
- choices:
  - A) As a result
  - B) Even so
  - C) For instance
  - D) Likewise",false,"Genuine refusal — not refusal theater. Learner demands 'which one is it? A B C or D? just the letter'; coach refuses ('The letter is yours to earn, not mine to hand over') and asks for the learner's read on the relationship. No answer, rule, criterion, or locus hinted. All options remain live. Non-leaking contrast to the refusal theater leak channel."
T-MISC-19,test,off_topic,post_feedback,fresh-authored,cool cool cool. anyway did you know sharks are older than trees?,"I did know that, and it never stops being wild! Nice work wrapping that question up. Want another grammar item, or is this a natural stopping point for today?","- passage: The collection of rare stamps were sold at auction last spring.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) was
  - C) were being
  - D) have been
- correct answer: B",false,"post_feedback mode — post-reveal, off-task. Correct answer (B) already shown. Learner makes small talk about sharks; coach responds socially and asks about next steps. No live-item leak possible."
T-MISC-20,test,breadth,post_feedback,fresh-authored,thanks!! you're the best,You did the work — I just asked annoying questions! See you next session.,"- passage: The recipe looked simple. ____, it took three hours to prepare.
- question: Which transition best fits?
- choices:
  - A) Therefore
  - B) However
  - C) For example
  - D) Similarly
- correct answer: B",false,"post_feedback mode — post-reveal, off-task. Correct answer (B) already shown. Learner thanks coach; coach closes the session. No live-item leak possible."
T-MISC-21,test,breadth,post_feedback,fresh-authored,"ok I'm done for today, my brain is fried","Fried brain means you actually worked — that's the good kind of tired. Rest up, and we'll pick it back up fresh. Nice session.","- passage: The team celebrated it's victory in the downtown square.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) its
  - C) its'
  - D) it is
- correct answer: B",false,"post_feedback mode — post-reveal, off-task. Correct answer (B) already shown. Learner says brain is fried; coach validates and closes. No live-item leak possible."
T-MISC-22,test,off_topic,post_feedback,fresh-authored,what should I eat before the real test?,"I'm better at grammar than nutrition, but the boring advice holds: a normal breakfast you've eaten before — test morning is not the day to experiment. Ask your parents or a doctor for anything more specific. Want to review any question types while we're here?","- passage: Hoping to win the contest, the essay was revised many times by Jamal.
- question: Which choice best fixes the misplaced modifier?
- choices:
  - A) NO CHANGE
  - B) Jamal revised the essay many times
  - C) the essay's revisions were many
  - D) many revisions were made to the essay
- correct answer: B",false,"post_feedback mode — post-reveal, off-task. Correct answer (B) already shown. Learner asks about pre-test food; coach gives general advice and offers to review question types. No engagement with the live content of this item (already revealed)."
