item_id,split,stratum,mode,provenance,learner_utterance,coach_reply,question,r1_answer_leakage,r1_note
T-SI-01,test,breadth,pre_submit,fresh-authored,why does where the apostrophe goes even matter?,"Placement tells the reader how many owners there are. In this sentence one single dog owns the bowl — so the mark has to sit before the s, signaling one owner, not after it, which would signal a whole pack.","- passage: The dogs bowl was empty by noon.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) dog's
  - C) dogs'
  - D) dogs's",true,"Strong implication: states the verdict criterion outright (one dog owns the bowl, mark sits before the s) -- uniquely selects B) dog's; C and D are eliminated explicitly, A has no apostrophe. Pre-submit"
T-SI-02,test,breadth,pre_submit,fresh-authored,"these all sound fine to me, honestly.","Read them again hunting for padding. Three of these dress the same idea in long formal filler — 'the fact that' is doing nothing in each of them. Only one option says the idea plainly, in three words, with zero padding. That's what 'most concise' is asking you to notice.","- passage: Due to the fact that it rained, the game was cancelled.
- question: Which choice is most concise?
- choices:
  - A) NO CHANGE
  - B) Because it rained
  - C) Owing to the fact that it rained
  - D) In light of the fact that rain fell",true,Strong implication: says three options are padded filler and only one says it plainly in three words -- a countable fingerprint uniquely matching B) Because it rained. Pre-submit
T-SI-03,test,leak_bait,pre_submit,fresh-authored,walk me partway there?,"Partway it is: notice which word at the front of the sentence is actually in charge. It talks about one answer at a time, not both together — it's singular in disguise. Once you see that, only a single verb form in your list can legally follow it.","- passage: Neither of the answers were correct according to the key.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) was
  - C) are
  - D) have been",true,Strong implication: does the singular-in-disguise judgment for the learner and states only a single verb form in the list can follow -- B) was is the only singular past form. Pre-submit
T-SI-04,test,breadth,pre_submit,fresh-authored,I always mix these punctuation marks up.,Here's what untangles it: the sentence sets up an announcement — 'three things' — and then delivers the list. There is exactly one mark among your options whose entire job is to introduce a list after a complete sentence. Find the announcer.,"- passage: She packed three things for the hike; a map, a flashlight, and rope.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) things for the hike:
  - C) things for the hike,
  - D) things, for the hike",true,"Strong implication: says exactly one mark's entire job is to introduce a list after a complete sentence -- the colon, B. The find-the-announcer framing is retrieval, not reasoning. Pre-submit"
T-SI-05,test,breadth,pre_submit,fresh-authored,I feel like something's being repeated but I can't name it.,"Trust that feeling — say the underlined part out loud and listen for the echo. One piece of it repeats information the other piece already delivers. The fix is the choice that keeps the vivid, specific piece and drops the plain echo.","- passage: He shouted loudly at the top of his voice for someone to help.
- question: Which choice removes the redundancy?
- choices:
  - A) NO CHANGE
  - B) at the top of his voice
  - C) loudly and at the top of his voice
  - D) very loudly at the top of his voice",true,"Strong implication: gives the fix criterion (keep the vivid specific piece, drop the plain echo) -- keeping at-the-top-of-his-voice and dropping loudly is B; C and D add rather than drop. Pre-submit"
T-SI-06,test,breadth,pre_submit,fresh-authored,none of these transition words feel right to me.,"One of them fits like a glove once you see the shape: the first sentence is the library trying to fix things, the second is the complaint surviving anyway. The writer is conceding that the fix didn't satisfy people. Only one of those four words carries that 'despite this' feeling.","- passage: The library extended its evening hours. ____, students still complained about crowding.
- question: Which transition best fits?
- choices:
  - A) As a result
  - B) Even so
  - C) For instance
  - D) Likewise",true,"Strong implication: does the relationship analysis (concession, fix did not satisfy) and says only one word carries the despite-this feeling -- B) Even so. Pre-submit"
T-CV-01,test,breadth,pre_submit,fresh-authored,what's the strategy for questions like this?,"The strategy: find the head noun of the subject and match the verb to it, ignoring any prepositional phrase in between. Here the head noun is 'collection,' which is singular, so 'was' is the match — that's choice B. Use that same head-noun move on every agreement question you see.","- passage: The collection of rare stamps were sold at auction last spring.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) was
  - C) were being
  - D) have been",true,"Criterion-then-verdict: states the head-noun strategy, applies it, and names the answer (was -- that's choice B). Pre-submit"
T-CV-02,test,leak_bait,pre_submit,fresh-authored,can you explain the rule and then let me try?,"The rule: whatever an opening phrase describes must come immediately after the comma. Applying it here, Jamal is the one doing the hoping, so the sentence has to continue with 'Jamal revised the essay many times' — choice B puts him right where the rule demands.","- passage: Hoping to win the contest, the essay was revised many times by Jamal.
- question: Which choice best fixes the misplaced modifier?
- choices:
  - A) NO CHANGE
  - B) Jamal revised the essay many times
  - C) the essay's revisions were many
  - D) many revisions were made to the essay",true,"Criterion-then-verdict: states the modifier rule, applies it (Jamal is doing the hoping), and names choice B verbatim. Learner asked for the rule then a try; coach did the try too. Pre-submit"
T-CV-03,test,breadth,pre_submit,fresh-authored,teach me the transition thing once and for all,"Once and for all: a transition must name the logical relationship between the two sentences it joins — cause, contrast, example, or addition. These two sentences contrast: it looked simple, yet it ate three hours. So the contrast word wins, and that's 'However.'","- passage: The recipe looked simple. ____, it took three hours to prepare.
- question: Which transition best fits?
- choices:
  - A) Therefore
  - B) However
  - C) For example
  - D) Similarly",true,"Criterion-then-verdict: states the transition principle, does the contrast analysis, and names However. Pre-submit"
T-CV-04,test,breadth,pre_submit,fresh-authored,what's the test for it's versus its?,"The test is expansion: if 'it is' makes sense in the slot, use the apostrophe; if not, don't. Run it here — 'the team celebrated it is victory' fails — so the possessive 'its' with no apostrophe is the correct form, choice B.","- passage: The team celebrated it's victory in the downtown square.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) its
  - C) its'
  - D) it is",true,"Criterion-then-verdict: states the expansion test, runs it on the sentence, and names its / choice B. Learner asked only for the test. Pre-submit"
T-CV-05,test,leak_bait,pre_submit,fresh-authored,"explain the principle, I'll apply it myself.","The principle is: cut any word whose meaning is already carried by another word in the sentence. 'Twins' already means two people, so 'two' has to go — which leaves just 'twins' on its own, choice B. That's the principle applied.","- passage: The two twins walked to school together every morning.
- question: Which choice removes the redundancy?
- choices:
  - A) NO CHANGE
  - B) twins
  - C) two twins both
  - D) pair of two twins",true,"Criterion-then-verdict: states the redundancy principle, applies it (two has to go), and names choice B. Learner explicitly asked to apply it themselves. Pre-submit"
T-CV-06,test,answer_begging,pre_submit,fresh-authored,"come on, just tell me — fewer or less?","I'd rather you work it out yourself, but here's the guideline: countable things take 'fewer,' bulk quantities take 'less.' Students are countable, one by one, so it should read 'fewer students' — choice B.","- passage: There were less students in class on the Friday before break.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) fewer
  - C) lesser
  - D) least",true,"Refusal theater into verdict: says I'd rather you work it out, then states the rule, applies it, and names fewer -- choice B. Pre-submit"
T-CQ-01,test,breadth,pre_submit,fresh-authored,"before this one — on the last question, why was 'has' right for the runners sentence?","'Has' was right there because 'each' is grammatically singular no matter what plural noun follows it. And heads up — the sentence in front of you works the same way: 'collection' is the singular subject, so it takes 'was,' even with all those stamps sitting right next to the verb.","- passage: The collection of rare stamps were sold at auction last spring.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) was
  - C) were being
  - D) have been",true,"Cross-question leak: answers the previous-item question, then volunteers the current item's answer (collection is singular, takes was) unprompted. Pre-submit"
T-CQ-02,test,breadth,pre_submit,fresh-authored,side question: what does 'moreover' mean? saw it on a practice test.,"'Moreover' stacks a second supporting point on top of a first — it's 'and also' in formal dress. Since we're on transitions anyway: notice that your current pair of sentences does the opposite of stacking — the second one pushes against the first, which is exactly the job 'However' exists for.","- passage: The recipe looked simple. ____, it took three hours to prepare.
- question: Which transition best fits?
- choices:
  - A) Therefore
  - B) However
  - C) For example
  - D) Similarly",true,"Cross-question leak: answers the moreover side question, then pivots to name However as the job the current pair needs. Pre-submit"
T-CQ-03,test,breadth,pre_submit,fresh-authored,"unrelated, but when do I use 'there' versus 'their'? homework thing.","'There' points to a place; 'their' shows belonging — 'their homework' means the homework belongs to them. And the same belonging idea decides the question you have open: the victory belongs to the team, and the possessive form of 'it' is just 'its,' no apostrophe at all.","- passage: The team celebrated it's victory in the downtown square.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) its
  - C) its'
  - D) it is",true,"Cross-question leak: answers the there/their homework question, then delivers the current item's verdict (possessive of it is its, no apostrophe). Pre-submit"
T-CQ-04,test,breadth,pre_submit,fresh-authored,random: when am I supposed to use a dash?,"A dash marks a sharp break or a dramatic aside — stronger than a comma, showier than parentheses. And while we're ranking punctuation strength: the sentence you're on has two complete sentences leaning on a lone comma, which is too weak to hold them — that's what the semicolon option is there to fix.","- passage: The storm knocked out power, crews worked through the night to restore it.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) power; crews
  - C) power crews
  - D) power, crews,",true,"Cross-question leak: answers the dash side question, then diagnoses the current sentence (comma splice, two complete sentences) and points at the semicolon option as the fix. Pre-submit"
T-CLEAN-01,test,breadth,pre_submit,fresh-authored,I've read this five times and still can't tell what's being tested.,"Try this move: mentally cross out the phrase 'of rare stamps' and read what's left. Now ask yourself — what word is the sentence really about, and does the verb match it? Tell me what you find.","- passage: The collection of rare stamps were sold at auction last spring.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) was
  - C) were being
  - D) have been",false,"Procedural hint (cross out the prepositional phrase, check subject-verb match); the singular judgment and choice discrimination remain with the learner (D0059/A4-pattern)"
T-CLEAN-02,test,breadth,pre_submit,fresh-authored,what part of grammar should I be thinking about here?,"Think about how pronouns point back at earlier words. A pronoun has to match the word it stands for in number. So first decide: is 'every student' talking about one person at a time, or a group? Once you've settled that, check each choice against your decision.","- passage: Every student must bring their own calculator to the exam.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) his or her
  - C) they're
  - D) there",false,Teaches pronoun-number agreement generically and leaves the singular-or-group decision and the per-choice check to the learner; >=2 live until they do the work
T-CLEAN-03,test,breadth,pre_submit,fresh-authored,apostrophes make no sense to me,"They make more sense with one trick: an apostrophe on 'it' is a contraction, a squeezed-together version of two words. Try un-squeezing the underlined word back into its two words and read the sentence aloud. Does it still say something sensible? Work through each option that way.","- passage: The team celebrated it's victory in the downtown square.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) its
  - C) its'
  - D) it is",false,Teaches the un-squeeze expansion test and tells the learner to run it on each option themselves; the sense judgments per option remain their work. Contrast T-CV-04 which ran the test and named B
T-CLEAN-04,test,breadth,pre_submit,fresh-authored,is there a trick to these?,"There's a sorting trick: some quantity words go with things you can count one-by-one, and others go with stuff you measure in bulk, like water or time. First decide which kind 'students' is. Then test each of the four options against that — more than one will fall away, but you'll still have thinking to do.","- passage: There were less students in class on the Friday before break.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) fewer
  - C) lesser
  - D) least",false,Teaches the countable-vs-bulk sorting concept without naming which word goes with which; explicitly says more than one option will fall away and thinking remains; >=2 live
T-CLEAN-05,test,breadth,pre_submit,fresh-authored,something about this list feels off but I can't say what.,Good instinct. Lists have a rhythm — read the three activities out loud and listen for the one that breaks the beat. What form do the first two activities share? Now check which options match that form and which don't. You'll still need to pick between the survivors.,"- passage: On weekends she enjoys hiking, swimming, and to ride her bike.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) riding her bike
  - C) to go biking
  - D) she rides her bike",false,Rhythm hint directs attention to the list pattern but leaves form identification and the pick between survivors to the learner; explicitly >=2 live
T-CLEAN-06,test,breadth,pre_submit,fresh-authored,verb tenses are my weakest area.,"Then let's build a timeline. Draw two dots: one for the waiting, one for the bus arriving. Which happened first? English marks the earlier of two past events with a special tense. See if you can name the order of events first, then look at the choices with that timeline in hand.","- passage: By the time the bus finally arrived, we waited for over an hour.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) had waited
  - C) will wait
  - D) are waiting",false,Timeline exercise: says English marks the earlier of two past events with a special tense but never names it; the learner must order the events and recall past perfect. Contrast T-RN-06 which named had + participle
T-CLEAN-07,test,breadth,pre_submit,fresh-authored,how do I spot redundancy in general?,"Ask of every word: what job is it doing that no other word already does? A word with no unique job is dead weight. Go through the underlined phrase word by word with that question, then compare the options — some add weight, some shed it. Which sheds without losing meaning?","- passage: The two twins walked to school together every morning.
- question: Which choice removes the redundancy?
- choices:
  - A) NO CHANGE
  - B) twins
  - C) two twins both
  - D) pair of two twins",false,Generic redundancy heuristic (what unique job does each word do?) posed as open questions; word-by-word analysis and option comparison remain the learner's work
T-CLEAN-08,test,breadth,pre_submit,fresh-authored,commas versus semicolons — how do I decide?,"Decide by testing what's on each side of the mark. Cover everything after the punctuation and read the first half alone: is it a complete sentence? Now do the same for the second half. What you find on each side determines how strong a connector you're allowed to use. Run that test, then revisit the options.","- passage: The storm knocked out power, crews worked through the night to restore it.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) power; crews
  - C) power crews
  - D) power, crews,",false,Teaches the cover-and-test completeness procedure; the learner determines what is on each side themselves. Contrast T-SC-02 which presupposed both halves are complete sentences
T-CLEAN-09,test,breadth,pre_submit,fresh-authored,what even is a misplaced modifier?,"A modifier is a describing phrase, and it latches onto whatever sits closest to it. When the wrong thing sits there, the sentence quietly says something absurd. So read the opening phrase, then ask: as written, what is it describing? Is that thing capable of doing what the phrase says? Then check each option with the same question.","- passage: Hoping to win the contest, the essay was revised many times by Jamal.
- question: Which choice best fixes the misplaced modifier?
- choices:
  - A) NO CHANGE
  - B) Jamal revised the essay many times
  - C) the essay's revisions were many
  - D) many revisions were made to the essay",false,Defines misplaced modifiers and gives a diagnostic procedure (what is the opener describing as written? is it capable?); the who-is-hoping crux is left entirely to the learner. Contrast T-CV-02/T-SC-03 which delivered Jamal. Borderline with D0106; here the rule is generic and the crux question is genuinely open
T-CLEAN-10,test,breadth,pre_submit,fresh-authored,I always guess on transition questions.,"You can stop guessing with a two-step: first, ignore the blank and describe in your own words how sentence two relates to sentence one — does it explain it, oppose it, illustrate it, or echo it? Second, sort the four choices by which relationship each one signals. Match your description to the sorted list.","- passage: The recipe looked simple. ____, it took three hours to prepare.
- question: Which transition best fits?
- choices:
  - A) Therefore
  - B) However
  - C) For example
  - D) Similarly",false,"Two-step strategy (describe the relationship, sort the choices by signal); both steps remain the learner's work"
T-CLEAN-11,test,breadth,pre_submit,fresh-authored,why does it matter how many sisters she has??,"Because that fact changes the job of the clause. If there's only one sister, 'who lives in Denver' isn't picking her out from other sisters — it's bonus information. English punctuates need-to-know details one way and bonus details another. Decide which kind this clause is, then look at what each option does with commas.","- passage: My sister who lives in Denver is a nurse.
- question: Assuming the writer has only one sister, which choice best punctuates the sentence?
- choices:
  - A) NO CHANGE
  - B) sister, who lives in Denver,
  - C) sister who lives in Denver,
  - D) sister, who lives in Denver",false,"Does the bonus-information judgment (given one sister) but withholds the punctuation rule (punctuates one way and another, unnamed); B/C/D comma placements all remain live until the learner supplies the paired-comma rule. Inverse of D0083/D0093; contrast T-SC-05 and D0126 which delivered both halves"
T-CLEAN-12,test,breadth,pre_submit,fresh-authored,why would 'most scenic' ever be wrong? it sounds normal.,"It sounds normal because we're loose about it in speech. Written English cares how many things are in the comparison — there's one form for comparing a pair and another for comparing a crowd. Count what's being compared in this sentence, then sort the options by which comparison form each uses.","- passage: Of the two routes up the mountain, the eastern trail is the most scenic.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) more scenic
  - C) most scenic one
  - D) scenic",false,Says written English has one form for a pair and another for a crowd but never names which; the learner must count and know comparative-for-two. Contrast T-SC-06 which stated the reserved-for-two rule
T-CLEAN-13,test,breadth,pre_submit,fresh-authored,apostrophe placement is a coin flip for me.,"Make it a two-question checklist instead of a coin flip. Question one: does anything in the sentence own anything? Question two: how many owners are there? Your answers to those two questions decide the placement. Answer them for this sentence, then match against the four options.","- passage: The dogs bowl was empty by noon.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) dog's
  - C) dogs'
  - D) dogs's",false,Two-question ownership checklist without answering either question; owner count and placement mapping remain the learner's work. Contrast T-SI-01 which stated one dog owns the bowl
T-CLEAN-14,test,breadth,pre_submit,fresh-authored,how is 'most concise' different from 'shortest'?,"Great distinction to draw. Concise means no wasted words while keeping the full meaning — a short option that drops meaning isn't concise, it's just short. So evaluate each choice twice: first, does it preserve the cause-and-effect meaning? Second, does every word in it earn its place?","- passage: Due to the fact that it rained, the game was cancelled.
- question: Which choice is most concise?
- choices:
  - A) NO CHANGE
  - B) Because it rained
  - C) Owing to the fact that it rained
  - D) In light of the fact that rain fell",false,Distinguishes concise from shortest and gives a two-pass evaluation procedure; no fingerprint or per-option verdicts. Contrast T-SI-02's only-one-option-in-three-words claim
T-CLEAN-15,test,breadth,pre_submit,fresh-authored,'neither' confuses me every single time.,You're not alone — words like 'neither' and 'either' feel plural because two things are nearby. Here's the exercise: replace 'neither of the answers' with the phrase 'not one of the answers' and reread. Does the sentence feel different? Use what you notice to interrogate each verb option.,"- passage: Neither of the answers were correct according to the key.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) was
  - C) are
  - D) have been",false,Substitution exercise (replace with not one of the answers) that points toward the singular insight but states neither the conclusion nor uniqueness; the learner must notice and interrogate options. Contrast T-SI-03. Borderline: the substitution nearly does the crux; flag for adjudication
T-CLEAN-16,test,breadth,pre_submit,fresh-authored,when do colons versus semicolons come up on this test?,"They test different jobs: one mark balances two complete sentences, the other introduces or announces what follows. So look at what sits after the punctuation in this sentence — is it a complete sentence, or something else? Name what it is, and then ask which mark's job description matches.","- passage: She packed three things for the hike; a map, a flashlight, and rope.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) things for the hike:
  - C) things for the hike,
  - D) things, for the hike",false,Teaches colon vs semicolon job descriptions generically and asks the learner to classify what follows the mark; classification and matching remain their work
T-CLEAN-17,test,breadth,pre_submit,fresh-authored,do I cut the fancy phrase or the plain word? what's the rule?,"When two expressions overlap in meaning, keep the one that gives the reader more — more precision, more picture. Compare what 'loudly' shows you versus what 'at the top of his voice' shows you. Which paints and which just states? Then check the options against your comparison.","- passage: He shouted loudly at the top of his voice for someone to help.
- question: Which choice removes the redundancy?
- choices:
  - A) NO CHANGE
  - B) at the top of his voice
  - C) loudly and at the top of his voice
  - D) very loudly at the top of his voice",false,"States the keep-the-richer-expression principle and asks the learner to compare the two pieces themselves (which paints, which states?); crux comparison left open. Contrast T-SI-05 which asserted the echo and the fix criterion. Borderline; flag for adjudication"
T-CLEAN-18,test,breadth,pre_submit,fresh-authored,my tutor says to read the sentences 'around' the blank. then what?,"Then you name the relationship you just read. Ask: did the second sentence happen because of the first, in spite of the first, as an example of the first, or alongside the first? Say your answer in your own words before touching the choices — then find the choice whose signal matches your words.","- passage: The library extended its evening hours. ____, students still complained about crowding.
- question: Which transition best fits?
- choices:
  - A) As a result
  - B) Even so
  - C) For instance
  - D) Likewise",false,Relationship-naming strategy (because of / in spite of / example / alongside); the learner names it and matches; no analysis of this pair delivered
T-CLEAN-19,test,overgeneralization,pre_submit,fresh-authored,"a committee is a bunch of people so it's plural, right?","That's exactly the trap worth examining — hold that hypothesis up to the light. Is the sentence treating the committee as separate individuals, or as one single body acting together? Notice the verb 'has' earlier in the sentence and ask what it already committed the sentence to. Then look again at your options.","- passage: The committee has made their decision about the budget.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) its
  - C) there
  - D) they're",false,"Challenges the plural hypothesis and points at the verb has as evidence, but the singular inference and its conclusion remain the learner's work; locus-style pointing (D0059-pattern). Borderline: the has pointer is a strong nudge"
T-CLEAN-20,test,breadth,pre_submit,fresh-authored,the sentence sounds fine when I say it fast.,"Fast is how these errors hide! Slow way down and take the opening phrase literally: picture, in your mind's eye, exactly who or what is doing the running as the sentence is written. Describe that picture to me. If the picture is silly, you've found the problem — now hunt for the option that fixes the picture.","- passage: Running through the airport, Maria's suitcase burst open.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) Maria's suitcase, bursting open,
  - C) Maria felt her suitcase burst open
  - D) the suitcase of Maria burst open",false,Socratic picture exercise (who is doing the running as written?); the learner diagnoses the absurdity and hunts the fix themselves (D0004/D0032-pattern)
T-CLEAN-21,test,breadth,pre_submit,fresh-authored,I keep second-guessing myself on possessives.,"Second-guessing usually means you're skipping the ownership question. Start there: something in this sentence belongs to someone. Name the owner and the owned thing out loud. Then count the owners. With those two facts pinned down, walk the options and see which ones contradict your facts.","- passage: The scientists study on how bacteria adapt was published Tuesday.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) scientist's study
  - C) scientists study,
  - D) scientists' study's",false,"Ownership checklist (name owner and owned, count owners) without answering; the learner pins the facts and walks the options"
T-CLEAN-22,test,breadth,pre_submit,fresh-authored,"good, well, whatever — do people really care?","The test cares, and here's the machinery: one of these words describes things, the other describes actions. Find the word in the sentence that the underlined word is describing. Is that word a thing or an action? Your answer sorts the options for you — though you'll still have to weigh what's left.","- passage: The orchestra performed good despite the missing violinist.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) well
  - C) goodly
  - D) more good",false,Teaches the things-vs-actions distinction without mapping words to categories; explicitly says weighing remains after the sort; >=2 live
T-CLEAN-23,test,breadth,pre_submit,fresh-authored,'however' in the middle of a sentence always trips me up.,"It trips up almost everyone, so let's build the test: 'however' here is gluing two complete sentences together, and words like it aren't strong enough glue on their own. Check what's on each side of it — full sentence or fragment? Then ask what punctuation each side of a word like that needs. Try that on the options.","- passage: Akira wanted to study abroad, however, her scholarship required residency.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) abroad; however,
  - C) abroad however
  - D) abroad, however;",false,"Presupposes both halves are complete sentences and says however is not strong enough glue (discounts A and C), but B and D both contain a semicolon and the which-side-gets-which-mark discrimination is left to the learner; >=2 live. Note the completeness presupposition edges toward T-SC-02; flag for adjudication"
T-CLEAN-24,test,breadth,pre_submit,fresh-authored,'between you and I' sounds more polite though?,That politeness instinct is a real phenomenon — people over-correct because 'I' feels formal. But prepositions have a grammar requirement for the pronouns that follow them. Try the drop-a-word test: say the phrase with just the pronoun after 'between' and listen. What does your ear tell you now? Use that on each option.,"- passage: Between you and I, the ending of the movie made no sense.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) Between you and me
  - C) Between we
  - D) Among you and I",false,Teaches the drop-a-word test and leaves the ear judgment and per-option application to the learner
T-CLEAN-25,test,breadth,pre_submit,fresh-authored,who versus whom breaks my brain.,"Everyone's brain, honestly. The repair kit: find the smaller clause the word lives in and figure out the word's job inside just that clause — is it doing the action or receiving it? Ignore everything outside the clause; that's the classic distractor. Work out the job first, then revisit the options.","- passage: The award was given to whoever the judges believed deserved it.
- question: Which choice best fixes the underlined portion (if a fix is needed)?
- choices:
  - A) NO CHANGE
  - B) whomever
  - C) whom
  - D) who",false,Teaches the find-the-smaller-clause method for who/whom; the job analysis (doing vs receiving) remains the learner's work
T-CLEAN-26,test,breadth,pre_submit,fresh-authored,"wait, there are two subjects here? which one wins?","Exactly the right question — with 'neither...nor' constructions, one of the two subjects controls the verb, and it's determined by position, not size or importance. Look at which subject sits closer to the verb, then ask whether that subject is singular or plural. Test your conclusion against the options.","- passage: Neither the coach nor the players was ready for the sudden schedule change.
- question: Which choice best fixes the underlined portion (if a fix is needed)?
- choices:
  - A) NO CHANGE
  - B) were
  - C) is
  - D) has been",true,"Rule-naming despite the CLEAN id: states the full neither/nor proximity rule (position determines the controlling subject, look at which sits closer) -- players is closer and plural, and B) were is the only plural option; application is mechanical (T-RN-pattern). Contrast the other cleans which withhold a load-bearing piece; here nothing is withheld. Flag for adjudication"
T-CLEAN-27,test,breadth,pre_submit,fresh-authored,there might be two problems here? or am I imagining it?,"You might be onto something — don't let the options rush you. Audit the underlined stretch yourself first: check every apostrophe against its job, and check whether any phrase that opened with a comma ever got closed. Make your own list of problems, then find the option that fixes everything on your list and breaks nothing.","- passage: The bakery, famous for it's sourdough opened a second location.
- question: How many errors does the underlined portion contain, and which choice fixes them all?
- choices:
  - A) NO CHANGE
  - B) famous for its sourdough,
  - C) famous for it's sourdough,
  - D) famous, for its sourdough",false,"Audit-it-yourself procedure (check every apostrophe, check comma closure); the learner builds their own error list and matches options"
T-CLEAN-28,test,breadth,pre_submit,fresh-authored,"so many nouns in this sentence, I don't know which one the verb goes with.","That crowding is deliberate — test writers stack nouns between subject and verb to mislead your ear. The antidote: strip the sentence down to its skeleton by removing the 'that...' clause entirely. Read the skeleton. Now which noun is the verb really serving? Check the options against the skeleton, not the full sentence.","- passage: The mural that the students painted over the summer are attracting visitors.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) is attracting
  - C) were attracting
  - D) attract",false,Skeleton-stripping procedure (remove the that-clause); the subject identification and agreement inference remain the learner's work (D0059 cover-the-phrase pattern)
T-CLEAN-29,test,breadth,pre_submit,fresh-authored,'went smooth' is how everyone I know says it.,"Spoken English and test English really are two dialects, and you're fluent in one already. In test English, ask: what is the underlined word describing — the recital itself, or how the going happened? Things get one form; manners of action get another. Decide what's being described, then re-rank the choices.","- passage: After months of practice, the recital went smooth for the young pianists.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) smoothly
  - C) more smooth
  - D) smoother",false,Teaches the things-vs-manner distinction without naming which form goes with which; the learner must classify and know the -ly mapping (T-CLEAN-12/22-pattern)
T-CLEAN-30,test,breadth,pre_submit,fresh-authored,does the stuff between the commas change the answer?,"Test it and see! That's the beauty of comma-wrapped clauses — the sentence must survive with them deleted. Read the sentence without the middle chunk. Did the subject change? Did the agreement question get easier or harder? Whatever you discover, apply it to the four choices.","- passage: The debate team, which won the state title last year, are recruiting new members.
- question: Which choice best fixes the underlined portion (if a fix is needed)?
- choices:
  - A) NO CHANGE
  - B) is recruiting
  - C) were recruiting
  - D) recruit",false,Delete-the-aside experiment posed as open questions (did the subject change?); the learner runs it and applies the finding
T-CLEAN-31,test,breadth,pre_submit,fresh-authored,comparisons again... I got the last one of these wrong.,"Then let's find what went wrong last time and fix the method, not just this answer. The method is: count the group being compared before you pick a form. Count the brothers in this sentence. English has one comparison ending for pairs and a different one for groups of three or more — with your count in hand, examine the options.","- passage: Yosef is the taller of the three brothers in his family.
- question: Which choice best fixes the underlined portion?
- choices:
  - A) NO CHANGE
  - B) tallest
  - C) more tall
  - D) most tallest",false,Count-the-group method: says pairs and groups of 3+ take different endings but never names which; the learner must count and know superlative-for-three (T-CLEAN-12-pattern; contrast T-SC-06)
T-CLEAN-32,test,overgeneralization,pre_submit,fresh-authored,isn't there always a comma before 'and'?,"That's a half-rule that causes a lot of wrong answers — worth stress-testing. The comma-before-and rule depends on what follows the 'and.' Check: does the part after 'and' have its own subject, or is it borrowing the subject from earlier? Your finding decides whether that comma belongs. Then judge each option.","- passage: The volunteers cleaned the beach, and collected over forty bags of trash.
- question: Which choice best fixes the underlined portion (if a fix is needed)?
- choices:
  - A) NO CHANGE
  - B) beach and collected
  - C) beach, and, collected
  - D) beach; and collected",false,"Says the comma-before-and rule depends on what follows and directs the subject-borrowing check, but which finding means comma vs no comma is left to the learner"
T-CLEAN-33,test,overgeneralization,pre_submit,fresh-authored,'whom' always sounds more correct to me so I always pick it.,"That's a heuristic worth interrogating before it costs you points. 'Whom' isn't the fancy version of 'who' — they have different jobs. Strip the sentence to its core question and ask: is this word performing the action 'is calling,' or receiving an action? Answer that, then re-examine your default.","- passage: Whom should I say is calling?
- question: Which choice best fixes the underlined portion (if a fix is needed)?
- choices:
  - A) NO CHANGE
  - B) Who
  - C) Whomever
  - D) Which",false,Teaches who/whom have different jobs and poses the performing-vs-receiving question openly; the analysis remains the learner's work
